"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
18,"1","2",0.465882861009392,"1",13,1,"5",4,"1",38.304057392549,2.52529695932538,"3",3,"3",0.0841148116999404,1,3,"1",10.4156813503675,3,4,1,0,6,2,0,4,4,2
36,"1","2",0.684914489321778,"2",17,4,"3",2,"2",88.9608578512508,1.68051514417857,"7",1,"1",0.506392885170629,0.687561991397659,4,"0",11.5039866550305,3,2,4,20,3,3,6,0,3,2
18,"1","2",0.610503068458293,"2",10,1,"2",4,"1",96.4472986244873,2.5246912434041,"4",1,"2",0,0.41681518545885,7,"0",26.9067568151998,3,3,1,8,6,3,0,0,0,5
19,"1","1",0.219059535710703,"3",1,1,"6",1,"1",100,1.06484129622827,"7",2,"1",0.159156506473311,0.58877309500484,0,"0",19.5122779063627,3,1,1,0,6,3,6,2,0,0
24,"1","3",0.434657689557109,"2",1,4,"3",2,"2",31.8334560214932,2.67623763262314,"7",4,"1",0.11907002479368,1,8,"1",18.931161038846,3,1,2,0,1,4,3,2,0,5
39,"1","2",0.941255188730779,"3",18,2,"6",3,"2",68.4783902327147,1.24295987338037,"7",2,"2",0.115271374809442,0.0471770999338358,0,"1",14.9712166519084,3,2,1,8,0,3,7,6,3,1
27,"1","2",0.638254653640545,"3",3,2,"3",2,"1",61.4959253207427,3.5292024815491,"6",2,"2",0,0.128339818239367,0,"1",13.6956921640298,3,2,1,0,1,3,3,1,1,0
40,"1","1",0.0268302557572957,"1",1,1,"2",1,"2",96.8416117334499,2.46174476649688,"9",2,"1",0.0924135390864895,0.349813164992413,0,"0",8.64089647168481,3,2,2,0,2,1,9,4,1,7
31,"1","2",0.402458615636067,"1",1,4,"5",2,"1",46.5601324984853,2.89457953562823,"8",3,"3",0.21773725842399,0.564722081548188,4,"0",8.86015900379799,3,4,1,10,2,2,6,0,0,6
18,"1","2",0.221967382355195,"2",23,3,"2",1,"1",30,2.99102182691505,"4",2,"1",0.718565773720811,1,2,"0",23.832168487368,3,3,3,17,2,1,9,5,0,9
25,"1","3",0.240588188197622,"2",24,2,"2",2,"1",44.9788584205411,2.56989917104274,"3",2,"2",0.353559784610603,0.338065228361677,2,"1",10.8595076124647,3,1,1,18,2,2,0,0,3,0
51,"1","3",0.398237356961002,"2",27,3,"3",3,"1",70.998386131715,2.57828221387298,"1",1,"1",0.42224260045168,0.421048563062706,6,"0",23.3050521787326,3,3,1,0,1,4,12,10,2,4
30,"1","2",0.293423795022969,"2",24,1,"3",4,"1",30,1.61891803363138,"7",1,"1",0.240836734328801,1,1,"0",7.70322050263715,3,1,1,10,0,1,14,3,2,11
18,"1","2",0.430113836597855,"2",3,2,"2",2,"2",60.6798065937157,3.78126926825313,"8",2,"2",0.034285148134658,0,0,"0",16.5849622974011,3,1,1,9,1,3,4,2,3,0
31,"1","2",0.90124440621591,"3",3,2,"6",1,"2",89.1081232253673,2.18487839952894,"9",2,"2",0,0.706811142874715,3,"0",18.8128728542918,3,4,1,2,2,3,0,4,1,0
35,"1","3",0.00667485724716398,"1",1,2,"1",2,"1",44.9172512995086,3.91703733129244,"2",1,"1",0.134479319040374,0.630752644802416,6,"0",15.3572211010452,3,1,1,3,2,3,0,4,0,8
24,"1","2",0,"2",1,4,"4",1,"1",52.2934770407813,1.415044499056,"6",3,"2",0.355313628315759,1,2,"0",8.29958608887669,3,4,1,12,1,2,0,5,0,4
32,"1","3",0.576493196560716,"2",5,5,"4",1,"1",49.4696773436785,3.49057572912186,"8",4,"2",0.339476226314069,1,9,"0",10.4451449443434,3,2,2,5,2,3,0,4,1,0
28,"1","3",0,"1",28,2,"1",4,"2",30,1.78261345001006,"2",3,"1",0.177647694067141,0.388622295885299,1,"0",19.5316543304001,3,1,1,13,2,2,1,2,0,0
25,"1","2",0.672120749958783,"2",8,3,"3",1,"1",90.3562978788611,3.02986385511107,"6",4,"2",0,0.298952280511786,0,"0",9.13698734707872,3,4,1,5,1,2,0,0,0,2
25,"1","1",0.0657451757033434,"2",2,1,"2",2,"1",55.8465917211613,2.19250413755175,"6",1,"3",0,0.212225378389616,0,"1",21.8426378390144,3,1,1,1,0,3,0,0,0,1
55,"1","2",0,"1",29,4,"3",3,"1",100,3.82156364177914,"1",3,"2",0.615365451003727,0.060524845094196,3,"0",14.2795439191971,3,1,1,40,2,1,36,8,8,12
28,"1","1",0.302428800724853,"2",10,3,"1",2,"1",89.6406199799091,2.20958219988217,"6",2,"2",0,0.91844228097703,2,"0",13.0084953852228,3,1,1,8,2,4,10,6,1,8
50,"1","1",0.910010335967983,"1",30,1,"2",1,"2",79.1113018584686,2.3144637568319,"2",1,"2",0.189290897478022,0.655616115986083,7,"0",24.7756184068281,3,1,1,22,1,3,4,3,0,0
29,"1","3",0.0354388603265388,"3",28,1,"1",2,"1",72.4159982559238,4.64794277009462,"8",3,"2",0.148891114835579,0.313020820976981,6,"1",12.0672870246404,3,4,1,17,4,3,0,3,2,2
34,"1","3",0.640919092485458,"2",22,4,"5",3,"2",30,2.30999063157312,"6",1,"1",0.0696934146963137,0.524173649503502,2,"0",20.0229465160985,3,3,1,0,1,2,0,0,0,2
36,"1","1",0,"1",1,3,"1",3,"1",92.9662736738003,3.77684840557799,"3",1,"1",0.331332111048627,0,4,"0",21.1486331453603,3,2,1,8,3,2,5,0,0,5
29,"1","3",0,"3",11,1,"2",2,"2",54.2552446045918,1.94989417563639,"7",2,"3",0.150455415241305,0.842905696429487,4,"1",14.2164611203597,3,3,1,9,2,2,13,6,0,5
33,"1","2",0.18099807814722,"1",1,2,"6",2,"2",38.4434287072256,1.26209810154671,"1",4,"2",0,0.297243030916408,3,"0",21.305514882516,3,2,1,0,3,1,7,0,2,3
28,"1","2",0.02191489788442,"2",1,1,"3",2,"2",69.4326570268969,2.15309710960388,"5",1,"2",0.171797424616332,0.700237921912667,0,"0",9.22794774809666,3,4,1,0,0,2,5,3,0,3
35,"1","1",0.27864205672237,"3",11,1,"5",2,"2",38.8295118702956,4.01713379913025,"9",2,"3",0.293090122093336,1,0,"1",12.1181764462634,3,1,1,10,4,3,2,1,4,2
20,"1","3",1,"1",11,2,"1",2,"1",35.6557065552872,2.25471192248808,"1",1,"2",0.112471234264968,0.660642393523831,0,"0",11.9781015764655,3,1,1,6,4,1,0,2,0,0
40,"1","3",0,"1",1,4,"5",3,"1",97.7264248631443,1.91536774533417,"3",4,"1",0.59071335339705,0.441887075882801,0,"0",16.7768994586098,3,2,1,33,1,3,28,8,0,8
52,"1","1",0.336125060768776,"1",1,3,"2",1,"1",55.6277531230517,2.41039193581405,"1",1,"2",0.30163975118641,0.809006870500596,1,"0",24.8950818641057,4,1,1,11,0,4,0,1,1,0
55,"1","3",0.75736408391081,"2",7,3,"2",1,"2",37.3101765933304,2.54052059748931,"1",1,"2",0.0991777753533397,0.399461644812989,4,"0",14.7759842397521,3,2,1,11,5,2,3,0,0,5
39,"1","2",0.53332906481877,"1",2,2,"4",2,"1",83.3171027867589,2.19741775560165,"7",1,"2",0.217752810317558,0.248534716979969,2,"0",8.58766070277824,3,1,1,17,1,3,1,3,1,3
41,"1","2",1,"1",28,3,"1",1,"1",99.5163725714313,2.46998261191354,"8",1,"3",0.308352455339601,0.791677085623735,0,"0",19.1087816462321,4,1,1,17,1,2,2,4,0,4
20,"1","1",0,"2",18,2,"5",1,"2",58.9994626224299,1.24360287351905,"1",4,"2",0,0.785895287913079,1,"0",14.7728744555802,3,2,1,0,3,1,0,0,0,0
37,"1","3",0,"1",27,5,"6",1,"1",74.4513454188145,1.78014496298047,"9",3,"1",0,0.844365596440607,6,"0",15.2035501580273,3,1,1,12,2,4,0,2,0,1
31,"1","3",0.03792009678964,"2",30,4,"2",2,"2",74.2004001925355,1.62083495377303,"7",1,"2",0.244482920124286,0.802518475379087,1,"1",12.0195209424612,3,2,1,11,1,3,2,2,0,0
37,"1","1",0.970191770062497,"2",17,4,"4",1,"1",37.7331286954416,3.36149064009386,"8",3,"3",0.164442325636724,0.338528130628634,3,"0",24.8483016116964,4,1,1,7,0,3,11,15,8,8
34,"1","2",0.056489795357971,"1",1,1,"2",2,"1",30,2.8383651699106,"1",1,"2",0.0723660876334746,0.637413817070272,8,"0",20.4648379279085,4,1,1,3,1,4,17,7,1,10
31,"1","3",0.151095476837997,"1",8,1,"2",2,"2",53.7871621743675,2.27140053680339,"9",3,"2",0.0100210885114872,0,0,"0",17.3199371502988,3,1,1,5,4,2,1,0,1,0
20,"1","3",0.222627737006988,"1",13,3,"2",3,"1",83.1605173626339,2.14312739618601,"7",3,"3",0,1,0,"0",16.787192334675,3,4,1,7,1,4,6,5,8,7
29,"1","3",0.993754082239096,"3",3,4,"3",1,"1",91.6485426730222,3.40384645978203,"6",1,"3",0.135803132750848,0.656537148441351,0,"0",16.2613868137582,3,2,1,9,4,2,1,1,0,6
43,"1","3",1,"1",5,2,"3",2,"1",69.8285383801696,0.144217082745642,"3",1,"1",0.0159625917405128,0.501361456095993,5,"0",11.5691420209477,3,1,1,8,2,1,12,0,0,3
18,"1","3",1,"1",19,3,"2",1,"2",33.2560544794571,2.90615422347372,"3",4,"1",0.0730009495805826,0.243581687559985,0,"0",14.1540853184033,3,3,1,9,0,1,3,0,0,0
31,"1","2",0.397234116968643,"3",11,3,"2",1,"1",56.690794804316,3.73321798999671,"7",1,"3",0.60864556197485,0.601344112666162,0,"0",17.4563649716418,3,1,1,7,4,3,0,0,0,2
32,"1","2",0,"1",1,3,"3",1,"1",36.3049006517454,1.32695972522061,"3",1,"2",0.140524536830163,1,3,"0",7.47142898631845,3,3,1,6,1,3,0,0,1,0
33,"1","2",0.656298922779455,"2",4,4,"3",2,"1",36.9789281122925,2.09918026884342,"3",2,"1",0.273859787929439,0.585494675670595,8,"1",18.8121887498598,3,2,1,6,0,1,10,5,1,0
25,"1","1",0.800472468417604,"2",1,4,"4",4,"2",46.1664822274195,3.14453717058247,"8",3,"2",0,0.193151620755658,2,"0",25.3364019682078,3,1,1,3,3,4,13,14,6,9
41,"1","2",0.60222542449865,"3",21,2,"1",2,"1",86.4856872297664,0.898656767814598,"9",2,"1",0.156756941288955,0.860149570710437,3,"0",5.98489851541518,3,2,1,5,1,3,4,0,3,0
18,"1","3",0.858907825723947,"1",8,1,"4",4,"1",45.7227875116073,3.13182992493809,"5",2,"3",0.0681438221041017,1,3,"1",11.7020661149332,3,2,1,0,4,3,1,0,0,7
31,"1","2",0.476178906994356,"2",1,2,"3",1,"1",51.8630764880787,2.93484020491367,"4",1,"2",0.217366185819671,0.0498083372677373,4,"0",30.120349579954,4,1,1,7,1,4,7,0,0,4
60,"1","3",0.101348946762144,"2",30,1,"1",4,"1",41.5423885801828,2.39548433023196,"4",1,"1",0.40499240047634,0.0781302827424136,2,"1",12.1239445432881,3,1,1,31,4,2,0,1,2,0
36,"1","2",0,"2",1,2,"1",1,"1",65.8073597876633,2.95431736056261,"8",1,"3",0.247137656997446,0.30685352061326,0,"0",20.1777847740141,3,3,1,7,6,3,16,9,10,9
39,"1","2",0.844701936454703,"3",30,3,"4",4,"1",78.232725058848,2.72969299307055,"7",1,"2",0.432081308048238,0.904482679811241,3,"0",16.1851368556125,3,2,1,9,3,1,3,9,1,3
18,"1","2",0.767708285015564,"1",1,1,"4",3,"1",88.793235322001,1.99862040722402,"9",3,"2",0.228619973098376,0.68819996461029,2,"0",18.0340062050239,3,1,1,16,2,1,6,4,0,7
20,"1","2",0,"1",1,2,"2",1,"1",75.9180430613285,1.4457884982137,"1",3,"3",0,0.4588627312816,0,"0",19.5840763606804,4,2,1,0,3,2,2,0,1,0
27,"1","2",0.38276643202422,"1",21,3,"1",2,"1",38.8889695921287,3.25764570603703,"9",1,"1",0.484342213005516,0.524716184529732,6,"0",18.0357953638298,3,2,2,15,2,1,7,2,0,3
18,"1","3",0.362247695535716,"2",6,2,"1",3,"1",74.0485353668154,2.83992001306029,"9",3,"2",0.0725063106545384,0.895198065153598,0,"0",9.73484336132268,3,4,1,5,1,2,8,2,4,2
30,"1","1",0,"3",16,4,"6",1,"1",53.5548830320373,3.36337156776314,"9",1,"3",0.447219301876704,0.691174250033538,8,"0",13.2182391923076,3,2,1,10,4,1,0,6,1,0
60,"1","2",0.178798974494237,"1",9,1,"5",2,"2",62.9683711865485,3.77810277925916,"5",3,"2",0.180413797688366,1,5,"0",29.2649006874303,4,1,2,7,3,3,5,0,0,0
43,"1","3",0.270636597991796,"2",19,3,"4",1,"1",49.7923946064883,0.51160359039678,"1",4,"1",0.00370983439744577,0.606531430733986,0,"0",17.6832282086198,3,2,1,16,2,1,9,2,1,2
32,"1","1",0.27526349358511,"1",14,3,"2",1,"1",37.9338224830441,2.06842991713829,"2",1,"2",0.312196069837029,0.666380940179774,1,"1",24.4488539719612,3,3,1,2,2,3,0,0,0,0
35,"1","1",0.784551885409629,"2",26,3,"2",4,"2",36.1967233729235,3.33637440975014,"7",2,"1",0.333353538907134,0.932925323756765,2,"0",20.2559771880365,3,3,1,22,0,1,3,0,1,0
21,"1","1",0.825589887907394,"2",27,4,"4",1,"1",59.6916612976791,2.50884999022559,"5",2,"2",0.18061640425738,0.277738359129042,2,"0",19.6758889239486,3,1,1,11,2,1,11,6,2,9
35,"1","3",0.676599124748893,"3",17,3,"2",2,"2",30,1.41172698201166,"3",4,"3",0.677642907212514,1,0,"0",10.3823024714043,3,3,1,8,0,1,16,8,5,5
29,"1","3",0.24732517181886,"2",12,4,"5",1,"1",63.3536492252998,3.14965260306449,"2",1,"3",0.156927598597006,0.493377704191673,4,"0",24.534559294307,4,2,1,11,3,3,0,2,0,6
27,"1","2",0.184727037529586,"3",4,1,"2",1,"2",85.1757153880369,1.59600515995344,"6",1,"1",0.243598746182204,0.849532666113077,3,"0",9.34101029111378,3,1,1,0,1,2,1,5,0,0
31,"1","2",0.417663383498611,"2",5,1,"6",2,"1",100,0.947232082273833,"9",2,"3",0,1,3,"0",17.220764209377,4,1,1,0,5,4,0,1,1,1
34,"1","2",0.00826635270909459,"1",25,1,"5",3,"1",44.0187858088187,3.09833076757946,"5",1,"2",0.0112621273114983,0.00263812129875143,1,"0",20.0568363614993,3,3,2,5,2,3,0,1,0,0
18,"1","1",0.731521601844419,"1",22,2,"6",1,"2",77.5126042287586,2.49936913046201,"1",1,"3",0.373182563849489,0.149040047506159,3,"0",13.374454094666,3,2,1,2,2,1,18,11,8,7
24,"1","1",0.000650973701354453,"1",3,1,"2",3,"2",42.7411343158218,0.771309569698905,"7",1,"1",0.0190015790997356,0.370390844874218,0,"1",19.3745318517968,3,1,1,9,0,2,8,6,0,0
48,"1","3",1,"2",1,3,"1",1,"1",90.9093886971497,2.29805134517058,"2",1,"1",0.543231561479765,0.493077647550678,3,"0",22.2057980774908,4,3,3,15,3,1,16,12,0,2
33,"1","2",0.367984694058252,"2",17,3,"3",1,"1",57.6935719904104,3.46110808482479,"6",1,"3",0.149253474239787,1,2,"0",20.5842956209454,3,1,1,10,1,2,5,0,0,0
42,"1","2",0.836472066947772,"1",1,2,"5",1,"1",94.4094614595448,1.64518112291316,"3",1,"1",0.622213905742487,0.0206935128080084,5,"0",15.3064920442725,3,3,1,23,0,3,24,5,3,3
19,"1","2",0.480232165371549,"2",1,5,"1",2,"1",89.5789478207894,3.3409601637042,"3",1,"3",0.454809310401029,0,2,"0",12.4319804372126,3,2,1,4,1,3,9,10,2,4
29,"1","2",0.0906786865651887,"2",1,2,"4",2,"1",56.931986143164,1.29131150564317,"9",4,"3",0,1,5,"0",6.34556050691584,3,3,1,0,1,2,6,1,0,3
27,"1","1",0.283678440744861,"2",1,3,"2",3,"1",100,1.3684590532335,"8",3,"3",0.0260666029654268,0.736943324545462,7,"0",11.4218623994043,3,2,1,2,1,4,0,0,1,5
31,"1","3",0.586355407857338,"2",11,4,"2",4,"1",99.128708204586,2.39154147977754,"3",2,"2",0,1,2,"0",12.3863271106865,3,1,1,0,3,3,10,3,1,1
47,"1","2",0.949698662015945,"2",21,1,"5",2,"2",73.1318725681278,2.14541841137552,"1",1,"1",0.425695134941641,0.646570411308995,9,"1",19.4067820143238,3,1,1,15,2,3,1,1,3,0
18,"1","3",0.339403949048967,"3",4,1,"3",1,"1",72.0749804454493,3.03197591838254,"6",4,"3",0.123218380199457,0.974077459704012,9,"0",14.0017476917656,3,1,1,2,3,2,0,1,1,0
31,"1","2",1,"3",7,3,"3",3,"2",94.4608414766667,1.7093467086364,"9",1,"1",0.156477223352835,0.16033482537121,4,"0",10.8822289842971,3,1,3,29,1,2,1,2,1,1
31,"1","2",0.495413458519324,"2",1,3,"3",3,"2",83.7335636307422,2.29164141445715,"4",4,"1",0.021252878204286,0.621688574844738,9,"1",15.0064263564924,3,2,1,8,3,1,0,5,0,4
20,"1","1",0,"1",2,4,"1",3,"1",64.5251665412344,1.76556005965621,"3",3,"1",0.311859436922276,0.261422565519306,2,"0",17.776323495146,3,1,1,0,0,2,0,0,9,1
24,"1","3",0.549572887781486,"3",11,2,"4",1,"1",56.6395204758942,1.17522926861091,"7",4,"1",0.166056841559839,0.618516627740679,7,"0",16.1571036955847,3,4,1,7,4,1,0,0,0,3
39,"1","3",0.556738296991713,"1",2,2,"3",1,"1",96.4106852248693,2.26228681672775,"4",1,"2",0.212980877149669,0.561730594462609,2,"0",13.6207227049138,3,4,1,11,4,4,0,1,0,3
24,"1","3",0.350295587238505,"1",11,1,"2",4,"1",93.0325435197906,1.55285108684431,"9",1,"3",0,0.470903671776036,4,"0",24.813334221645,4,2,1,0,6,2,5,1,0,0
37,"1","2",0.570279495521056,"1",30,2,"4",2,"1",63.7286868618461,2.67552492796403,"1",1,"2",0.270146774851534,0,5,"0",20.0307280066944,3,2,1,15,2,3,0,3,3,3
19,"1","1",0.873817521651296,"1",5,1,"6",3,"1",62.9840288336056,2.53062740551327,"3",1,"3",0,0.48889749152906,0,"0",14.634070281129,3,2,1,0,5,2,0,0,0,0
25,"1","2",0.122405696923293,"2",26,1,"2",4,"1",100,2.24115423983947,"1",1,"2",0.311746154220245,0.323694753892343,0,"0",16.7614404831178,3,1,2,5,1,1,0,0,0,0
39,"1","1",0.597562451808298,"2",26,1,"6",2,"1",80.7083463786323,2.29323016403919,"1",2,"2",0.212283965544007,0.689417793453298,1,"0",8.47989468000737,3,2,1,15,1,1,14,2,0,7
32,"1","1",0.263085739695377,"1",4,2,"4",1,"1",84.1398925015459,2.62680288765515,"5",1,"3",0.241528390486882,0.0863023465965565,0,"0",24.6440875643071,4,2,1,0,1,4,10,0,2,0
25,"1","3",0.491411456966071,"3",1,2,"3",3,"2",41.9430711663668,0.24382800536667,"7",1,"3",0.292643444071101,0.520450903013562,4,"0",16.3645194480684,3,2,1,13,4,3,0,1,0,0
24,"1","2",0,"1",3,3,"5",1,"1",48.2817983710377,2.64694824828511,"3",2,"2",0.0341373307107655,1,0,"0",14.3586678588105,3,2,1,6,1,3,8,0,0,0
33,"1","2",0.621917139012944,"1",15,2,"1",1,"1",75.7412067698313,0.647510961883832,"1",4,"3",0.25001310996297,1,0,"0",19.4581870444521,4,4,1,9,2,3,6,5,1,10
42,"1","2",0.286305719230852,"1",1,2,"3",1,"1",88.3724022556705,3.27495918697166,"1",4,"1",0.165132177295875,1,3,"1",16.3961206643409,3,3,1,15,2,1,2,2,4,0
37,"1","3",0.956001558645687,"1",16,1,"3",2,"2",51.4604452500513,2.8644484332166,"8",4,"1",0.58935465982934,0.914803892403301,7,"0",8.51671423620511,3,4,1,13,2,4,9,0,7,11
43,"1","2",0.204758666351784,"1",22,3,"2",2,"1",48.2895703261425,2.81555694660439,"1",3,"1",0.114600028283494,1,1,"0",21.9048609595819,4,2,1,16,0,1,0,0,2,0
21,"1","3",0.365537626839105,"1",26,4,"2",1,"1",36.0671407333236,1.67638744715453,"5",2,"2",0.206552016868851,0.449273170888491,1,"1",17.2205525000089,3,1,2,0,4,3,7,2,4,0
58,"1","3",0.344378940901919,"2",17,1,"3",4,"2",82.0612589389906,1.65624537577875,"7",3,"3",0.349772749037473,0.43878636124656,0,"0",10.5182540387197,3,3,1,7,4,2,13,8,0,8
25,"1","3",0.70998848807784,"2",7,3,"1",2,"2",100,2.18241325526923,"3",1,"2",0.157364771771033,1,1,"0",8.93103329140774,3,2,1,2,1,3,6,0,0,1
22,"1","1",0.00295884547225559,"2",30,2,"3",1,"1",71.9206246024154,1.17663456472007,"4",1,"2",0.540047699478722,0.428250637368954,9,"0",15.5834186942132,3,2,1,3,6,3,0,2,2,1
21,"1","1",0.830914163776659,"2",1,4,"1",4,"1",85.2378638130048,2.97514126241263,"9",4,"2",0,0.593687163109551,0,"1",8.26652603013166,3,1,1,0,2,4,8,7,2,0
37,"1","1",0,"2",1,3,"5",1,"1",45.0717846063135,2.63124704340712,"4",3,"1",0.564247837549261,0.823893109205834,4,"0",11.862074359845,3,1,2,14,4,1,0,1,0,3
35,"1","2",0.362208918386433,"2",11,1,"2",3,"1",62.3528397567223,3.489682588761,"9",2,"2",0,0.867737966279445,0,"1",7.71469062917332,3,4,1,2,4,3,0,4,3,2
39,"1","3",0,"2",22,2,"1",1,"1",60.2648475989254,1.3622055321066,"9",2,"1",0.0482483187525417,0.522346327118594,1,"0",11.9128264889538,3,2,1,3,1,4,8,0,0,2
37,"1","2",0.672801617651544,"1",23,1,"5",1,"1",72.0447966980081,2.7323869733168,"2",3,"1",0.276575072505667,0.271778007805008,8,"0",18.1628762690317,3,1,1,2,2,2,6,0,0,0
22,"1","2",0.881721737902336,"2",1,2,"1",3,"1",47.3702796537979,2.40801549552704,"2",4,"2",0,0.132931389493776,1,"0",7.53664344282579,3,1,1,9,4,3,0,0,0,0
27,"1","3",0.798905943093189,"1",2,1,"4",2,"1",71.5015820638664,2.94841853338185,"7",2,"1",0,0.0407399265528124,3,"0",6.01232637897975,3,1,1,10,1,3,8,5,5,2
30,"1","3",0.325204001551982,"3",26,1,"1",4,"1",65.950204874773,2.27791311603194,"9",1,"3",0.260818215649496,0.306018090456122,2,"0",12.5299596709904,3,1,2,17,3,1,15,6,4,11
38,"1","2",0.770078258492325,"2",6,3,"3",1,"1",56.8920253138821,1.56853712295354,"9",1,"2",0,0.658817819266098,0,"0",13.3768187633247,3,4,1,0,2,3,0,1,5,6
47,"1","1",0.405600730065779,"1",1,1,"2",3,"1",100,3.43658587040853,"9",2,"1",0,0.658422733689544,0,"1",13.9770798376084,3,3,1,7,2,1,4,1,2,6
29,"1","1",0.331440226127692,"1",1,3,"1",4,"1",66.5333051134556,3.35714668916032,"8",1,"3",0.130683074509063,0,0,"0",11.8287915719776,3,1,1,13,1,1,1,2,9,7
29,"1","1",0.187683896793193,"3",11,2,"3",2,"1",50.6382552179468,3.38780822514038,"4",1,"2",0,0.734382921405414,0,"0",3.00948115673724,3,1,1,0,0,2,1,0,0,1
30,"1","3",0.723791997734768,"3",22,5,"2",1,"2",58.7339162506449,1.7636685223089,"9",4,"3",0.287210508739158,0.314248188192881,3,"0",7.84274203402444,3,1,2,0,1,3,0,0,0,0
25,"1","1",0.436143698136694,"3",22,1,"2",2,"2",89.5150493484733,1.05277024164573,"6",1,"3",0.264507767685513,0.916570054957466,9,"0",17.1673529471765,3,3,1,2,6,2,0,4,0,0
37,"1","2",1,"1",19,1,"4",2,"1",37.5283621503371,3.17505887239783,"4",2,"1",0.777472128406974,1,6,"1",14.6097655989193,3,3,1,18,2,4,4,5,3,9
22,"1","1",0.687618788447714,"1",4,2,"2",3,"1",64.5540479964985,2.95741664838776,"5",2,"2",0.274758664734755,0.0884009867741104,1,"0",14.3324263791353,3,1,1,9,1,2,14,0,4,7
32,"1","2",0.168134128534666,"1",27,2,"5",4,"2",100,1.8576063368679,"5",1,"1",0.153598765157588,0.766231664651752,5,"1",11.1038718934141,3,4,1,10,4,2,9,0,4,5
18,"1","2",0.183400172115635,"3",8,4,"5",2,"1",100,2.40439826575965,"4",4,"2",0.250715099822203,0.58189054216876,0,"0",11.195424416888,3,2,1,1,0,1,7,0,0,0
51,"1","3",0.258840454538372,"2",18,1,"1",2,"1",39.9174516355878,0.493365970539715,"9",2,"3",0.421107530126793,0.332942480728298,6,"0",15.1435970988345,3,2,1,18,3,3,0,0,0,0
26,"1","3",0.73033472824173,"2",16,5,"3",1,"1",30,3.60002501367204,"4",1,"1",0.018002040835588,0.741014004320631,3,"0",12.2982775934728,3,4,1,0,0,3,7,2,2,1
18,"1","3",0.809748808057304,"1",15,1,"5",2,"1",100,1.87820726361762,"4",3,"3",0.188433671375755,0.477661776734141,0,"0",14.7236868239689,3,1,1,14,2,2,5,3,0,3
25,"1","1",0,"1",18,3,"1",4,"1",76.0159491629322,3.48769812934674,"9",1,"1",0.118737214723315,0.702991414684117,0,"0",18.1807102573228,3,1,1,12,2,1,14,0,6,11
23,"1","1",0.569326873683596,"2",9,3,"1",3,"2",91.6032248509581,3.11644990005068,"9",3,"3",0.163831268125443,0.236632716369674,2,"0",12.3589369352454,3,4,1,0,2,4,0,0,3,1
32,"1","2",0.395458168533331,"3",25,1,"2",2,"1",98.3816938453676,3.44217330228407,"9",2,"3",0.421973766717585,0.0638697258245128,0,"1",12.0545265248691,3,2,1,0,3,3,5,1,2,1
23,"1","1",0,"1",10,3,"3",2,"2",72.3518058161009,1.82952073793129,"8",1,"3",0.0861557993122383,0.762410341570897,1,"0",19.1250791862882,4,2,1,4,0,2,1,3,6,2
18,"1","2",0.811152709360264,"1",1,1,"6",1,"1",100,2.18059516389543,"3",2,"3",0.122256047474079,0.0970706071734722,7,"0",7.41285939791954,3,1,1,1,2,3,0,0,0,3
36,"1","2",1,"2",12,3,"6",2,"1",48.2947367558422,1.42420949477851,"9",2,"2",0.0973180378385612,0.245953436087536,7,"1",15.9570251921715,3,4,1,9,4,2,3,1,5,0
35,"1","3",0,"1",18,3,"3",4,"1",30.6954180996989,3.28523154087207,"7",2,"3",0.00982397245796033,0.785629126370876,1,"0",12.8463336007447,3,4,1,15,1,3,2,5,3,8
45,"1","3",0.289683870986498,"3",1,1,"3",1,"2",90.2975851774595,2.66088514427624,"8",4,"2",0,0.121820636964127,1,"0",12.6582388222199,3,2,1,6,0,2,6,3,0,8
22,"1","2",0.449083544776319,"1",1,1,"3",2,"1",78.8444212540583,3.89491746623798,"4",1,"2",0.0921591831104493,0.687296662438528,3,"0",17.7427150378057,3,1,1,0,3,2,0,4,3,1
38,"1","2",0,"3",16,1,"4",1,"1",45.8403550399708,4.23309866880323,"3",1,"2",0.0794640421194151,1,6,"0",11.3642236998005,3,2,1,0,1,2,9,6,0,0
48,"1","2",0,"2",3,3,"1",1,"1",91.9334975884789,2.50130593522436,"1",1,"1",0.828784799677141,0.34627386327747,9,"0",10.5583836434417,3,3,2,29,3,3,14,5,8,8
40,"1","3",0.0138103687594907,"1",1,3,"6",1,"2",69.3929951782406,1.63148220725573,"8",1,"3",0.310646290983574,0.0189438105945603,7,"0",13.7501105845338,3,3,1,4,2,1,14,5,2,5
38,"1","3",0.123266983793682,"1",7,4,"3",3,"1",67.7418592430801,3.6016954972219,"6",1,"2",0.23069051934982,0.347235302848419,4,"0",14.3916624221879,3,3,1,16,1,2,21,11,15,10
39,"1","3",1,"3",1,2,"2",1,"1",30,2.50267653614494,"1",1,"2",0.124353700607106,0.138761602977062,5,"0",20.1699344610357,3,1,1,9,1,4,0,4,0,3
